allele	status	v15_system	current_system	v15_phenotype	current_phenotype
FUT3_13A,484A,667A,974T	retired		LE		FUT3_13A,484A,667A,974T
FUT3_13A,484A,808A;968C	retired		LE		FUT3_13A,484A,808A;968C
FUT3_13A,484A,968C	retired		LE		FUT3_13A,484A,968C
FUT3_202C	retired		LE		FUT3_202C
FUT3_202C,1067A	retired		LE		FUT3_202C,1067A
FUT3_202C,314T,451G	retired		LE		FUT3_202C,314T,451G
FUT3_202C,314T,560T	retired		LE		FUT3_202C,314T,560T
FUT3_202C,314T,612G	retired		LE		FUT3_202C,314T,612G
FUT3_202C,314T,858G	retired		LE		FUT3_202C,314T,858G
FUT3_202C,_314T	retired		LE		FUT3_202C,_314T
FUT3_202C,_314T,_484A	retired		LE		FUT3_202C,_314T,_484A
FUT3_304A	retired		LE		FUT3_304A
FUT3_370G	retired		LE		FUT3_370G
FUT3_41A_	retired		LE		FUT3_41A_
FUT3_478T	retired		LE		FUT3_478T
FUT3_47C,202C,314T,655A,1029G	retired		LE		FUT3_47C,202C,314T,655A,1029G
FUT3_47C,_202C,_314T	retired		LE		FUT3_47C,_202C,_314T
FUT3_47C,_508A	retired		LE		FUT3_47C,_508A
FUT3_484A,_667A	retired		LE		FUT3_484A,_667A
FUT3_484A,_667A,_808A	retired		LE		FUT3_484A,_667A,_808A
FUT3_55A,59G	retired		LE		FUT3_55A,59G
FUT3_59G	retired		LE		FUT3_59G
FUT3_59G,202C,1067A	retired		LE		FUT3_59G,202C,1067A
FUT3_59G,258T,1067A	retired		LE		FUT3_59G,258T,1067A
FUT3_59G,508A,548T	retired		LE		FUT3_59G,508A,548T
FUT3_59G,508A,612G	retired		LE		FUT3_59G,508A,612G
FUT3_59G,508A,732T	retired		LE		FUT3_59G,508A,732T
FUT3_59G,508A,858G	retired		LE		FUT3_59G,508A,858G
FUT3_59G,548T,612G,1067A	retired		LE		FUT3_59G,548T,612G,1067A
FUT3_59G,571A,1067A	retired		LE		FUT3_59G,571A,1067A
FUT3_59G,61T,508A	retired		LE		FUT3_59G,61T,508A
FUT3_59G,61T,508A,980A	retired		LE		FUT3_59G,61T,508A,980A
FUT3_59G,_1067A	retired		LE		FUT3_59G,_1067A
FUT3_59G,_445A	retired		LE		FUT3_59G,_445A
FUT3_59G,_508A	retired		LE		FUT3_59G,_508A
FUT3_612G	retired		LE		FUT3_612G
FUT3_732T	retired		LE		FUT3_732T
FUT3_732T,858G	retired		LE		FUT3_732T,858G
FUT3_735C	retired		LE		FUT3_735C
FUT3_760A	retired		LE		FUT3_760A
FUT3_882T	retired		LE		FUT3_882T
FUT3_975A	retired		LE		FUT3_975A
GBGT1*01.01	retired		FORS		FORS:1
GBGT1*01.02	retired		FORS		FORS:1
GBGT1*02N	retired		FORS		FORS:–1
GCNT2*02	retired		I		I
GCNT2*02N.01	retired		I		I– (i adult)
GLOB*02	retired		GLOB		GLOB:1 (P+)
GLOB*02N.01	retired		GLOB		GLOB:–1 (P–)
KEL*02.-37	retired		KEL		KEL:−37
KLF1*BGM12	retired		KLF1		KLF1*BGM12
KLF1*BGM66	retired		KLF1		KLF1*BGM66
KLF1*BGM67	retired		KLF1		KLF1*BGM67
KLF1*BGM68	retired		KLF1		KLF1*BGM68
KLF1*BGM69	retired		KLF1		KLF1*BGM69
KLF1*BGM70	retired		KLF1		KLF1*BGM70
KLF1*BGM71	retired		KLF1		KLF1*BGM71
KLF1*BGM72	retired		KLF1		KLF1*BGM72
KLF1*BGM73	retired		KLF1		KLF1*BGM73
KN*01.-09	retired		KN		KN:–9
RAPH*-01.01	retired		RAPH		RAPH:−1
RAPH*-01.02	retired		RAPH		RAPH:−1
RHAG*-01	retired		RHAG		RHAG:−1
RHAG*-03	retired		RHAG		RHAG:−3
RHAG*02	retired		RHAG		RHAG:2
RHAG*04	retired		RHAG		RHAG:4
RHCE*C	retired		RHC		NaN
RHCE*E	retired		RHE		NaN
RHCE*c	retired		RHC		NaN
RHCE*e	retired		RHE		NaN
RHD*09.02.00	retired		RHD		DAR2(DARE)
VEL*-01	retired		VEL		Vel–
non-secretor	retired		FUT2		non-secretor
secretor	retired		FUT2		secretor
A4GALT*01	phen_changed	P1PK	P1PK	P1+, Pk+	P1+ Pk+
A4GALT*02	phen_changed	P1PK	P1PK	P1- Pk+ (P2)	P1– Pk+
ABCB6*01N.36	phen_changed	LAN	LAN	Lan-	NaN
ABCB6*01W.01	phen_changed	LAN	LAN	Lan(+wk)	Lan weak
ABCB6*01W.02	phen_changed	LAN	LAN	Lan(+wk)	Lan weak
ABCB6*01W.03	phen_changed	LAN	LAN	Lan(+wk)	Lan weak
ABCB6*01W.04	phen_changed	LAN	LAN	Lan(+wk)	Lan weak
ABCB6*01W.05	phen_changed	LAN	LAN	Lan(+wk)	Lan weak
ABCB6*01W.06	phen_changed	LAN	LAN	Lan(+wk)	Lan weak
ABCB6*01W.07	phen_changed	LAN	LAN	Lan(+wk)	Lan weak
AUG*01	phen_changed	AUG	AUG	AUG:1,2,-3,4 or AUG1+,At(a+),ATML-,ATAM+	At(a+) or AUG:1,2,−3
AUG*01N	phen_changed	AUG	AUG	AUG:-1 or AUG1-	At(a−) or AUG: −1,−2
AUG*02	phen_changed	AUG	AUG	AUG:-2 or At(a-)	At(a−) or AUG:1,−2,−3
CD59*01	phen_changed	CD59	CD59	CD59:1 or CD59.1+	CD59:+1
CD59*01N.01	phen_changed	CD59	CD59	CD59:-1 or CD59.1-	CD59:-1
CD59*01N.02	phen_changed	CD59	CD59	CD59:-1 or CD59.1-	CD59:-1
CD59*01N.03	phen_changed	CD59	CD59	CD59:-1 or CD59.1-	CD59:-1
CO*01.-04	phen_changed	CO	CO	CO:-1,-2,3,-4	NaN
CO*01.01	phen_changed	CO	CO	CO:1 or Co(a+)	Co(a+)
CO*01N.03	phen_changed	CO	CO	CO:-1,-2 or Co(a-b-)	Co(a–b–)
CO*01N.04	phen_changed	CO	CO	CO:-1,-2 or Co(a-b-)	Co(a–b-)
CO*01N.05	phen_changed	CO	CO	CO:-1,-2 or Co(a-b-)	Co(a–b-)
CO*01N.06	phen_changed	CO	CO	CO:-1,-2 or Co(a-b-)	Co(a–b-)
CO*M.01	phen_changed	CO	CO	CO:-1,-2,W3 or Co(a-b-) Co3+w	Co(a–b-) Co3+w
CO*N.02	phen_changed	CO	CO	CO:-1,-2 or Co(a-b-)	Co(a–b–)
CROM*-01	phen_changed	CROM	CROM	CROM:–1 or Cr(a–)	CROM:–1
CROM*01	phen_changed	CROM	CROM	CROM:1 or Cr(a+)	CROM:1
CROM*01.-05	phen_changed	CROM	CROM	CROM:–5 or Dr(a–)	CROM:–5
CROM*01.-06	phen_changed	CROM	CROM	CROM:–6 or Es(a–)	CROM:–6
CROM*01.-10	phen_changed	CROM	CROM	CROM:–10 or UMC–	CROM:–10
CROM*01.-11	phen_changed	CROM	CROM	CROM:–11 or GUTI–	CROM:–11
CROM*01.-12	phen_changed	CROM	CROM	CROM:–12 or SERF–	CROM:–12
CROM*01.-13	phen_changed	CROM	CROM	CROM:–13 or ZENA–	CROM:–13
CROM*01.-14	phen_changed	CROM	CROM	CROM:–14 or CROV–	CROM:–14
CROM*01.-15	phen_changed	CROM	CROM	CROM:–15 or CRAM–	CROM:–15
CROM*01.-16	phen_changed	CROM	CROM	CROM:–16 or CROZ–	CROM:–16
CROM*01.03	phen_changed	CROM	CROM	CROM:3 or Tc(b+)	CROM:3
CROM*01.04	phen_changed	CROM	CROM	CROM:4 or Tc(c+)	CROM:4
CROM*01.08	phen_changed	CROM	CROM	CROM:8 or WES(a+)	CROM:8
CROM*01N.01	phen_changed	CROM	CROM	CROM:–7 or Inab	CROM:–7
CROM*01N.02	phen_changed	CROM	CROM	CROM:–7 or Inab	CROM:–7
CROM*01N.03	phen_changed	CROM	CROM	CROM:–7 or Inab	CROM:–7
CROM*01N.04	phen_changed	CROM	CROM	CROM:–7 or Inab	CROM:–7
DI*01	phen_changed	DI	DI	DI:1,-2 or Di(a+b-)	Di(a+b–),Wr(a-b+)
DI*02	phen_changed	DI	DI	DI:-1,2 or Di(a-b+)	Di(a–b+)
DI*02.03	phen_changed	DI	DI	DI:3,-4 or Wr(a+b-)	Di(a–b+),Wr(a+b–)
DI*02.05	phen_changed	DI	DI	DI:5 or Wd(a+)	Wd(a+)
DI*02.06	phen_changed	DI	DI	DI:6 or Rb(a+)	Rb(a+)
DI*02.07	phen_changed	DI	DI	DI:7 or WARR+	WARR+
DI*02.08	phen_changed	DI	DI	DI:8 or ELO+	ELO+
DI*02.09	phen_changed	DI	DI	DI:9,-22 or Wu+, DISK-	Wu+, DISK–
DI*02.10	phen_changed	DI	DI	DI:10 or Bp(a+)	Bp(a+)
DI*02.11	phen_changed	DI	DI	DI:11 or Mo(a+)	Mo(a+)
DI*02.12	phen_changed	DI	DI	DI:12 or Hg(a+)	Hg(a+)
DI*02.13	phen_changed	DI	DI	DI:13 or Vg(a+)	Vg(a+)
DI*02.14.01	phen_changed	DI	DI	DI:14 or Sw(a+)	Sw(a+)
DI*02.14.02	phen_changed	DI	DI	DI:14 or Sw(a+)	Sw(a+)
DI*02.15	phen_changed	DI	DI	DI:15 or BOW+	BOW+
DI*02.16	phen_changed	DI	DI	DI:16 or NFLD+	NFLD+
DI*02.17	phen_changed	DI	DI	DI:17 or Jn(a+)	Jn(a+)
DI*02.18	phen_changed	DI	DI	DI:18 or KREP+	KREP+
DI*02.19	phen_changed	DI	DI	DI:19 or Tr(a+)	Tr(a+)
DI*02.20	phen_changed	DI	DI	DI:20 or Fr(a+)	Fr(a+)
DI*02N.01	phen_changed	DI	DI	Di(a-b-)	Di(a–b–),Wr(a-b+)
DO*01	phen_changed	DO	DO	DO:1+ or Do(a+)	Do(a+)
DO*01.-05	phen_changed	DO	DO	DO:-5 or Jo(a-)	Jo(a–)
DO*01.-06	phen_changed	DO	DO	DO:-6 or DOYA-	DOYA–
DO*01.-09	phen_changed	DO	DO	DO:-9 or DOLC-	DOLC–
DO*01.-10	phen_changed	DO	DO	DO:-10 or DODE-	DODE–
DO*01N.01	phen_changed	DO	DO	DO:-3 or Gy(a-)	Gy(a–)
DO*01N.02	phen_changed	DO	DO	DO:-3 or Gy(a-)	Gy(a–)
DO*02	phen_changed	DO	DO	DO:2 or Do(b+)	Do(b+)
DO*02.-04	phen_changed	DO	DO	DO:-4 or Hy-	Hy–
DO*02.-07	phen_changed	DO	DO	DO:-7 or DOMR-	DOMR–
DO*02.-08	phen_changed	DO	DO		DOLG–
DO*02N.01	phen_changed	DO	DO	DO:-3 or Gy(a-)	Gy(a–)
DO*02N.02	phen_changed	DO	DO	DO:-3 or Gy(a-)	Gy(a–)
DO*02N.03	phen_changed	DO	DO	DO:-3 or Gy(a-)	Gy(a–)
DO*02N.04	phen_changed	DO	DO	DO:-3 or Gy(a-)	Gy(a–)
FUT1*01N.01	phen_changed	H	H	H-	H–
FUT1*01N.02	phen_changed	H	H	H-	H–
FUT1*01N.03	phen_changed	H	H	H-	H–
FUT1*01N.04	phen_changed	H	H	H-	H–
FUT1*01N.05	phen_changed	H	H	H-	H–
FUT1*01N.06	phen_changed	H	H	H-	H–
FUT1*01N.07	phen_changed	H	H	H-	H–
FUT1*01N.08	phen_changed	H	H	H-	H–
FUT1*01N.09	phen_changed	H	H	H-	H–
FUT1*01N.10	phen_changed	H	H	H-	H–
FUT1*01N.11	phen_changed	H	H	H-	H–
FUT1*01N.12	phen_changed	H	H	H-	H–
FUT1*01N.13	phen_changed	H	H	H-	H–
FUT1*01N.14	phen_changed	H	H	H-	H–
FUT1*01N.15	phen_changed	H	H	H-	H–
FUT1*01N.16	phen_changed	H	H	H-	H–
FUT1*01N.17	phen_changed	H	H	H-	H–
FUT1*01N.18	phen_changed	H	H	H-	H–
FUT1*01N.19	phen_changed	H	H	H-	H–
FUT1*01N.20	phen_changed	H	H	H-	H–
FY*01	phen_changed	FY	FY	FY:1 or Fy(a+)	Fy(a+)
FY*01N.01	phen_changed	FY	FY	Fy(a-b-) erythroid cells only	Fy(a−b−)
FY*01N.02	phen_changed	FY	FY	Fy(a-b-)	Fy(a−b−)
FY*01N.03	phen_changed	FY	FY	Fy(a-b-)	Fy(a−b−)
FY*01N.04	phen_changed	FY	FY	Fy(a-b-)	Fy(a−b−)
FY*01N.05	phen_changed	FY	FY	Fy(a-b-)	Fy(a−b−)
FY*01N.06	phen_changed	FY	FY	Fy(a-b-)	Fy(a−b−)
FY*01N.07	phen_changed	FY	FY	Fy(a-b-)	Fy(a−b−)
FY*01N.08	phen_changed	FY	FY	Fy(a-b-) erythroid cells only	Fy(a−b−)
FY*01N.09	phen_changed	FY	FY	Fy(a-b-)	Fy(a−b−)
FY*02	phen_changed	FY	FY	FY:2 or Fy(b+)	Fy(b+)
FY*02N.01	phen_changed	FY	FY	Fy(a-b-) erythroid cells only	Fy(a−b−)
FY*02N.02	phen_changed	FY	FY	Fy(a-b-)	Fy(a−b−)
FY*02N.03	phen_changed	FY	FY	Fy(a-b-)	Fy(a−b−)
FY*02N.04	phen_changed	FY	FY	Fy(a-b-)	Fy(a−b−)
FY*02N.05	phen_changed	FY	FY	Fy(a-b-)	Fy(a−b−)
FY*02N.06	phen_changed	FY	FY	Fy(a-b-)	Fy(a−b−)
GATA1*01	phen_changed	GATA1	GATA1	Common	GATA1*01
GATA1*BGM01	phen_changed	GATA1	GATA1	XS2 Lu-mod	Lu-mod
GBGT1*01N.01	phen_changed	FORS	FORS	FORS:–1 (FORS–)	FORS:–1
GBGT1*01N.02	phen_changed	FORS	FORS	FORS:–1 (FORS–)	FORS:–1
GCNT2*01N.01	phen_changed	I	I	I- (adult)	I– (i adult)
GCNT2*01N.02	phen_changed	I	I	I- (adult)	I– (i adult)
GCNT2*01N.05	phen_changed	I	I	I- (adult)	I– (i adult)
GCNT2*01N.07	phen_changed	I	I	I- (adult)	I– (i adult)
GCNT2*01N.08	phen_changed	I	I	I- (adult)	I– (i adult)
GCNT2*01W.01	phen_changed	I	I	I+w	I+W
GCNT2*01W.02	phen_changed	I	I	I+w	I+W
GCNT2*01W.03	phen_changed	I	I	I+w	I+W
GE*01.-10	phen_changed	GE	GE	GE:-10 or GEPL-	GE:–10
GE*01.-11	phen_changed	GE	GE	GE:-11 or GEAT-	GE :–11
GE*01.-12	phen_changed	GE	GE	GE:-12 or GETI-	GE:–12
GE*01.05	phen_changed	GE	GE	GE:5 or Wb+	GE:5
GE*01.07	phen_changed	GE	GE	GE:7 or An(a+)	GE:7
GE*01.08	phen_changed	GE	GE	GE:8 or Dh(a+)	GE:8
GE*01.09	phen_changed	GE	GE	GE:9 or GEIS+	GE:9
GE*01N.02	phen_changed	GE	GE	GE:-2,-3,-4 or Leach type (LN)	Ge:–2,–3,–4 Leach type (LN)
GIL*01	phen_changed	GIL	GIL	GIL:1 or GIL+	GIL+
GIL*01N.01	phen_changed	GIL	GIL	GIL:−1 or GIL−	GIL−
GYPA*-45	phen_changed	GYPA	GYPA	MNS: or ENEV-	MNS:–45
GYPA*01	phen_changed	GYPA	GYPA	MNS:1 or M+	MNS:1
GYPA*02	phen_changed	GYPA	GYPA	MNS:2 or N+	MNS:2
GYPA*08	phen_changed	GYPA	GYPA	MNS:1,-2,8 or Mc+	MNS:1,-2,8†
GYPA*09	phen_changed	GYPA	GYPA	MNS:1,7,9,−40 or Vw+	MNS:7,9,–40
GYPA*11	phen_changed	GYPA	GYPA	MNS:-1,-2,11,32 or Mg+DANE+	MNS:−1,−2,11,32
GYPA*12	phen_changed	GYPA	GYPA	MNS:12 or Vr+	MNS:12
GYPA*14	phen_changed	GYPA	GYPA	MNS:14 or Mt(a+)	MNS:14
GYPA*16	phen_changed	GYPA	GYPA	MNS:16 or Ri(a+)	MNS:16
GYPA*18	phen_changed	GYPA	GYPA	MNS:18 or Ny(a+)	MNS:18
GYPA*19	phen_changed	GYPA	GYPA	MNS:7,19,-40 or Hut+	MNS:7,19,–40
GYPA*31	phen_changed	GYPA	GYPA	MNS:31 or Or+	MNS:31
GYPA*37	phen_changed	GYPA	GYPA	MNS:37 or ERIK+	MNS:37
GYPA*38	phen_changed	GYPA	GYPA	MNS:38 or Os(a+)	MNS:38
GYPA*41	phen_changed	GYPA	GYPA	MNS:-39,41 or HAG+	MNS:–39,41
GYPA*43	phen_changed	GYPA	GYPA	MNS:-42,43 or MARS+	MNS:–42,43
GYPA*46	phen_changed	GYPA	GYPA	MNS:46 or MNTD+	NaN
GYPA*47	phen_changed	GYPA	GYPA	MNS:47 or SARA+	MNS:47
GYPB*03	phen_changed	GYPB	GYPB	MNS:3 or S+	MNS:3
GYPB*03N.01	phen_changed	GYPB	GYPB	MNS:-3,w5 or S-U+w	MNS:–3,w5
GYPB*03N.02	phen_changed	GYPB	GYPB	MNS:-3,w5 or S-U+var	MNS:–3,w5
GYPB*03N.03	phen_changed	GYPB	GYPB	MNS:-3,w5 or S-U+var	MNS:–3,w5
GYPB*03N.04	phen_changed	GYPB	GYPB	MNS:-3,w5 or S-U+w	MNS:–3,w5
GYPB*04	phen_changed	GYPB	GYPB	MNS:4 or s+	MNS:4
GYPB*04N.01	phen_changed	GYPB	GYPB	MNS:-4,w5 or s–U+var	MNS:–4,w5
GYPB*06.01	phen_changed	GYPB	GYPB	MNS:4,6 or St, He+	MNS:4,6
GYPB*06.02	phen_changed	GYPB	GYPB	MNS:3,6 or S+, He+	MNS:3,6
GYPB*21	phen_changed	GYPB	GYPB	MNS:21or Mv+	MNS:21
GYPB*23	phen_changed	GYPB	GYPB	MNS:23 or sD+	MNS:23
GYPB*24	phen_changed	GYPB	GYPB	MNS:24 or Mit+	MNS:24
IN*02.-03	phen_changed	IN	IN	IN:–3 or INFI–	IN:–3
IN*02.-04	phen_changed	IN	IN	IN:–4 or INJA–	IN:–4
IN*02.-05	phen_changed	IN	IN	IN: –5 or INRA–	IN: –5
JK*01	phen_changed	JK	JK	JK:1 or Jk(a+)	Jk(a+)
JK*01N.02	phen_changed	JK	JK	JK:-3 or Jk(a-b-)	Jk(a–b–)
JK*01N.03	phen_changed	JK	JK	JK:-3 or Jk(a-b-)	Jk(a–b–)
JK*01N.04	phen_changed	JK	JK	JK:-3 or Jk(a-b-)	Jk(a–b–)
JK*01N.05	phen_changed	JK	JK	JK:-3 or Jk(a-b-)	Jk(a–b–)
JK*01N.06	phen_changed	JK	JK	JK:-3 or Jk(a-b-)	Jk(a–b–)
JK*01N.07	phen_changed	JK	JK	JK:-3 or Jk(a-b-)	Jk(a–b–)
JK*01N.08	phen_changed	JK	JK	JK:-3 or Jk(a-b-)	Jk(a–b–)
JK*01N.09	phen_changed	JK	JK	JK:-3 or Jk(a-b-)	Jk(a–b–)
JK*01N.10	phen_changed	JK	JK	JK:-3 or Jk(a-b-)	Jk(a–b–)
JK*02	phen_changed	JK	JK	JK:2 or Jk(b+)	Jk(b+)
JK*02N.01	phen_changed	JK	JK	JK:-3 or Jk(a-b-)	Jk(a–b–)
JK*02N.02	phen_changed	JK	JK	JK:-3 or Jk(a-b-)	Jk(a–b–)
JK*02N.03	phen_changed	JK	JK	JK:-3 or Jk(a-b-)	Jk(a–b–)
JK*02N.04	phen_changed	JK	JK	JK:-3 or Jk(a-b-)	Jk(a–b–)
JK*02N.05	phen_changed	JK	JK	JK:-3 or Jk(a-b-)	Jk(a–b–)
JK*02N.06	phen_changed	JK	JK	JK:-3 or Jk(a-b-)	Jk(a–b–)
JK*02N.07	phen_changed	JK	JK	JK:-3 or Jk(a-b-)	Jk(a–b–)
JK*02N.08	phen_changed	JK	JK	JK:-3 or Jk(a-b-)	Jk(a–b–)
JK*02N.09	phen_changed	JK	JK	JK:-3 or Jk(a-b-)	Jk(a–b–)
JK*02N.10	phen_changed	JK	JK	JK:-3 or Jk(a-b-)	Jk(a–b–)
JK*02N.11	phen_changed	JK	JK	JK:-3 or Jk(a-b-)	Jk(a–b–)
JK*02N.12	phen_changed	JK	JK	JK:-3 or Jk(a-b-)	Jk(a–b–)
JK*02N.13	phen_changed	JK	JK	JK:-3 or Jk(a-b-)	Jk(a–b–)
JMH*01	phen_changed	JMH	JMH	JMH:1 or JMH+	JMH:1
JMH*01.-02	phen_changed	JMH	JMH	JMH:–2 or JMHK–	JMH:–2
JMH*01.-03	phen_changed	JMH	JMH	JMH:–3 or JMHL–	JMH:–3
JMH*01.-04	phen_changed	JMH	JMH	JMH:–4 or JMHG–	JMH:–4
JMH*01.-05	phen_changed	JMH	JMH	JMH:–5 or JMHM–	JMH:–5
JMH*01.-06	phen_changed	JMH	JMH	JMH: –6 or JMHQ–	JMH: –6
KEL*01.01	phen_changed	KEL	KEL	KEL:1,-2 or K+k-	KEL:1,−2
KEL*01.02	phen_changed	KEL	KEL	KEL:1weak or K+w	KEL:1weak
KEL*01M.01	phen_changed	KEL	KEL	Kmod	Kmod; KEL:1weak
KEL*02	phen_changed	KEL	KEL	KEL:2 or k+	KEL:1weak
KEL*02.-12	phen_changed	KEL	KEL	KEL: -12	KEL: −12
KEL*02.-14.1	phen_changed	KEL	KEL	KEL:-14,-24	KEL:−14,−24
KEL*02.-14.2	phen_changed	KEL	KEL	KEL:-14	KEL:−14
KEL*02.-18.1	phen_changed	KEL	KEL	KEL:-18	KEL:−18
KEL*02.-18.2	phen_changed	KEL	KEL	KEL:-18	KEL:−18
KEL*02.-19	phen_changed	KEL	KEL	KEL:-19	KEL:−19
KEL*02.-22	phen_changed	KEL	KEL	KEL:-22	KEL:−22
KEL*02.-26	phen_changed	KEL	KEL	KEL:-26 or TOU-	KEL:−26
KEL*02.-27	phen_changed	KEL	KEL	KEL:-27 or RAZ-	KEL:−27
KEL*02.-29	phen_changed	KEL	KEL	KEL:-29 or KALT-	KEL:−29
KEL*02.-30	phen_changed	KEL	KEL	KEL:-30 or KTIM-	KEL:−30
KEL*02.-32	phen_changed	KEL	KEL	KEL:-32 or KUCI-	KEL:−32
KEL*02.-33	phen_changed	KEL	KEL	KEL:-33 or KANT-	KEL:−33
KEL*02.-34	phen_changed	KEL	KEL	KEL:-34 or KASH-	KEL:−34
KEL*02.-35	phen_changed	KEL	KEL	KEL:-35 or KELP-	KEL:−35
KEL*02.-36	phen_changed	KEL	KEL	KEL:-36 or KETI-	KEL:–36
KEL*02.03	phen_changed	KEL	KEL	KEL:3,-4,-21 or Kp(a+b-c-)	KEL:3,−4,−21
KEL*02.06	phen_changed	KEL	KEL	KEL:6,-7 or Js(a+b-)	KEL:6,−7
KEL*02.10	phen_changed	KEL	KEL	KEL:10 or Ul(a+)	KEL:10
KEL*02.17	phen_changed	KEL	KEL	KEL:-11,17	KEL: −11,17
KEL*02.21	phen_changed	KEL	KEL	KEL:-3,-4,21 or Kp(a-b-c+)	KEL:−3,−4,21
KEL*02.23	phen_changed	KEL	KEL	KEL: 23	KEL:23
KEL*02.24	phen_changed	KEL	KEL	KEL: -14,24	KEL: −14,24
KEL*02.25	phen_changed	KEL	KEL	KEL:25,-28 or VLAN+ VONG-	KEL:25,−28
KEL*02.28	phen_changed	KEL	KEL	KEL:-25,28 or VLAN- VONG+	KEL:−25,28
KEL*02.31	phen_changed	KEL	KEL	KEL:31, -38 or KYO+, KYOR-	KEL:31,–38
KEL*02M.03	phen_changed	KEL	KEL	Kmod KEL:-13	Kmod KEL:−13
KEL*02M.05	phen_changed	KEL	KEL	K0 phenotype	Kmod
KLF1*01	phen_changed	KLF1	KLF1	Common	KLF1*01
KLF1*BGM01	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM01
KLF1*BGM02	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM02
KLF1*BGM03	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM03
KLF1*BGM04	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM04
KLF1*BGM05	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM05
KLF1*BGM06	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM06
KLF1*BGM07	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM07
KLF1*BGM08	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM08
KLF1*BGM09	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM09
KLF1*BGM10	phen_changed	KLF1	KLF1	CO:-1,-2 IN:-1,-2	KLF1*BGM10
KLF1*BGM11	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM11
KLF1*BGM13	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM13
KLF1*BGM14	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM14
KLF1*BGM15	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM15
KLF1*BGM16	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM16
KLF1*BGM17	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM17
KLF1*BGM18	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM18
KLF1*BGM19	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM19
KLF1*BGM20	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM20
KLF1*BGM21	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM21
KLF1*BGM22	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM22
KLF1*BGM23	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM23
KLF1*BGM24	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM24
KLF1*BGM25	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM25
KLF1*BGM26	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM26
KLF1*BGM27	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM27
KLF1*BGM28	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM28
KLF1*BGM29	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM29
KLF1*BGM30	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM30
KLF1*BGM31	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM31
KLF1*BGM32	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM32
KLF1*BGM33	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM33
KLF1*BGM34	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM34
KLF1*BGM35	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM35
KLF1*BGM36	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM36
KLF1*BGM37	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM37
KLF1*BGM38	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM38
KLF1*BGM39	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM39
KLF1*BGM40	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM40
KLF1*BGM41	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM41
KLF1*BGM42	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM42
KLF1*BGM43	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM43
KLF1*BGM44	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM44
KLF1*BGM45	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM45
KLF1*BGM46	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM46
KLF1*BGM47	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM47
KLF1*BGM48	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM48
KLF1*BGM49	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM49
KLF1*BGM50	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM50
KLF1*BGM51	phen_changed	KLF1	KLF1	In(Lu)	KLF1*BGM51
